id,band,title,year,albumID,rand()
5345,9399,Orchestrating the Apocalypse,2014,72004,89384
5346,9399,The Grey Eminence,2016,72005,89383
5347,9400,Visual Antagonism,2016,72006,89382
5348,9404,Perseverance of Aggression,2003,72007,89381
5349,9406,First War,2008,72008,89380
5350,9406,The End of Humanity,2013,72009,89379
5351,9407,Necrocosmos Destination,2008,72010,89378
5352,9407,Timor Mortis,2010,72011,89377
5353,9407,God of Zombies,2014,72012,89376
5354,9413,Warpath,2012,72013,89375
5355,9417,Gallery of the Macabre,2003,72014,89374
5356,9417,Confrontation Course,2006,72015,89373
5357,9418,Ghostleader,2010,72016,89372
5358,9418,The Next Offensive,2015,72017,89371
5359,9419,The First Moods of Anger,2003,72018,89370
5360,9423,Necrosphere,2005,72019,89369
5361,9424,Blitzkrieg Symphony #1,2006,72020,89368
5362,9424,Conquest or Death,2009,72021,89367
5363,9424,On My Shield,2011,72022,89366
5364,9427,Dark Shapes,2012,72023,89365
5365,9429,My Scar,2004,72024,89364
5366,9430,Lemuralia,2016,72025,89363
5367,9431,Noise of Obstinacy,2014,72026,89362
5368,9433,Whores Bath,2007,72027,89361
5369,9434,Infecting the Soul,2006,72028,89360
5370,9434,Time Heals Nothing,2009,72029,89359
5371,9443,Septem,2005,72030,89358
5372,9444,_sthetics of Perversions,2015,72031,89357
5373,9445,Diatribe,1995,72032,89356
5374,9446,Sound the Horns,2011,72033,89355
5375,9446,Offering of Locusts,2014,72034,89354
5376,9446,Built to Collapse,2015,72035,89353
5377,9447,Evil Dead,2009,72036,89352
5378,9449,Purgatory,2016,72037,89351
5379,9457,A Scream from the Tomb Below,2016,72038,89350
5380,9459,Sworn to Despise,1996,72039,89349
5381,9466,The Aroma of Spread Labia,2002,72040,89348
5382,9467,Forgotten Sunrise,1997,72041,89347
5383,9467,Into the Deepest Wounds,2001,72042,89346
5384,9467,Of Which They Bleed,2003,72043,89345
5385,9468,Withered Icon,2014,72044,89344
5386,9469,Within the Swarm,2010,72045,89343
5387,9475,Skeletal Life,1999,72046,89342
5388,9477,Howls of Conquest,2014,72047,89341
5389,9479,I,2011,72048,89340
5390,9480,Internal Caustic Torments,1993,72049,89339
5391,9480,Downfall Rising,2015,72050,89338
5392,9482,Coiled Backwards,2002,72051,89337
5393,9487,Material God,2002,72052,89336
5394,9487,World of Lies,2004,72053,89335
5395,9498,Existence Is Futile,2005,72054,89334
5396,9499,Another Failure,2015,72055,89333
5397,9502,Unleashed,2004,72056,89332
5398,9502,End Time Stories,2006,72057,89331
5399,9503,Revelation,2013,72058,89330
5400,9504,Grim Catharsis,2015,72059,89329
5401,9506,Inhale the Void,2013,72060,89328
5402,9510,Sign of the Void,2002,72061,89327
5403,9510,Among the Suffering,2005,72062,89326
5404,9516,Congregation,2010,72063,89325
5405,9518,Soulless Machine,2007,72064,89324
5406,9518,Intellectual Metamorphosis,2013,72065,89323
5407,9520,Wynjara,2000,72066,89322
5408,9520,Human Plague,2004,72067,89321
5409,9523,Woodland Belt (Deadly Trap),2008,72068,89320
5410,9528,Central Program for Swallowing,1998,72069,89319
5411,9531,Empyreal Regimes,1995,72070,89318
5412,9532,Ragequit,2015,72071,89317
5413,9532,Press 'X' to Headbang!,2015,72072,89316
5414,9532,The Edge of a Blade,2015,72073,89315
5415,9532,Burn,2016,72074,89314
5416,9534,Facets of Mortality,2004,72075,89313
5417,9534,Seperated in Life... United in Death,2008,72076,89312
5418,9537,Denied Resurrection,2016,72077,89311
5419,9538,_и_а богов,2014,72078,89310
5420,9539,Ndani' stí hranuu yága nagá,2016,72079,89309
5421,9540,Zombie War,2011,72080,89308
5422,9540,Posterity,2013,72081,89307
5423,9541,Eztlacuani,2011,72082,89306
5424,9541,In Moyocoyani,2012,72083,89305
5425,9541,Miquian,2014,72084,89304
5426,9542,XXX,2003,72085,89303
5427,9542,Obsesión,2004,72086,89302
5428,9549,Just Ain't Right,2002,72087,89301
5429,9552,Abominations of the Nebulah Mortiis,2008,72088,89300
5430,9553,Your Anguish,2005,72089,89299
5431,9555,Crimson Chalice,1999,72090,89298
5432,9555,Fortress,2002,72091,89297
5433,9555,Empire... The Violence,2004,72092,89296
5434,9555,Hate Dominion Revenge,2009,72093,89295
5435,9559,The Charnel Expanse,2013,72094,89294
5436,9559,The Last Witness,2016,72095,89293
5437,9560,Stay Alive or Die,2008,72096,89292
5438,9561,Blood Vessel Criteria,2005,72097,89291
5439,9563,_и__ Сме___,1994,72098,89290
5440,9566,Death Notes,2002,72099,89289
5441,9566,War of Liberation,2003,72100,89288
5442,9568,Bringers of Dementia,2008,72101,89287
5443,9568,Microcosmic Chaos,2012,72102,89286
5444,9569,Gegenwehr macht eng,2008,72103,89285
5445,9569,Schei_e vor die Säue,2013,72104,89284
5446,9572,Carven of Old,2000,72105,89283
5447,9573,Into the Depths to Burn,2002,72106,89282
5448,9574,Condemned on the Death,1993,72107,89281
5449,9575,Tales of Morbid Mummification,2007,72108,89280
5450,9576,A Dreadful Decease,2011,72109,89279
5451,9576,Homo Gusticus,2013,72110,89278
5452,9578,Midnight Stench,2010,72111,89277
5453,9578,At the Caves of Eternal,2013,72112,89276
5454,9578,Procession Through Infestation,2014,72113,89275
5455,9580,Braineater,2010,72114,89274
5456,9580,Undead Commando,2015,72115,89273
5457,9585,Zoofilia,1999,72116,89272
5458,9585,El orden del caos,2006,72117,89271
5459,9585,Reziclaje,2011,72118,89270
5460,9586,Dawn on an Orgy of Blood,2009,72119,89269
5461,9586,On Mayor Altar's Edge,2012,72120,89268
5462,9591,_ldöds,2014,72121,89267
5463,9592,Szemben a gonosszal,1998,72122,89266
5464,9594,The Second Campaign,2015,72123,89265
5465,9595,Deathridicon,2000,72124,89264
5466,9595,Long to Demolish,2002,72125,89263
5467,9596,Тв_й бог - д_д_ко ли_ий!,2013,72126,89262
5468,9598,_е падай ни_,2006,72127,89261
5469,9605,__оказа,2009,72128,89260
5470,9607,_евки| _ек_ и ___пн_й _д / Girls| Sex & Ptomaine,2003,72129,89259
5471,9607,Circvs ov Sins: Enter the Vices,2009,72130,89258
5472,9607,_абода_ и __ем,2014,72131,89257
5473,9611,_невник ман__ка,2014,72132,89256
5474,9611,_е_е_ождение,2015,72133,89255
5475,9612,Сме___. ___анн_й поди_,2002,72134,89254
5476,9614,�__ (Mouryou),2009,72135,89253
5477,9614,影�_�_ (Legend of Shadow),2013,72136,89252
5478,9614,___�__ (Retributive Justice),2015,72137,89251
5479,9614,_��____�__� (Where Warriors Once Dreamed a Dream),2016,72138,89250
5480,9615,_____ / Burning at Moment,2008,72139,89249
5481,9620,Namakubi,2016,72140,89248
5482,9624,Unspeakable Horrors,1996,72141,89247
5483,9624,In Darkness Embrace,1997,72142,89246
5484,9624,The Way After,1999,72143,89245
5485,9624,Ungodly,2000,72144,89244
5486,9624,Upon Black Horizons,2002,72145,89243
5487,9624,Conquest,2004,72146,89242
5488,9624,Triumph of the Kill,2006,72147,89241
5489,9624,Warblast,2008,72148,89240
5490,9624,Where Demons Dwell,2010,72149,89239
5491,9624,Onward to Annihilation,2013,72150,89238
5492,9624,Napalm Reign,2016,72151,89237
5493,9626,Ash to Ash & Dust to Dust,2008,72152,89236
5494,9626,Death March,2010,72153,89235
5495,9626,Separation,2013,72154,89234
5496,9628,In Mourning,1995,72155,89233
5497,9628,In Peace..?,1998,72156,89232
5498,9628,Living in a Daymare,2004,72157,89231
5499,9628,In the Face of Death,2012,72158,89230
5500,9631,The Spiders Sleep,2007,72159,89229
5501,9631,The Small Untruths,2008,72160,89228
5502,9632,Human Disposition,2013,72161,89227
5503,9634,13 Days Before Suicide,2013,72162,89226
5504,9636,Menacing Legacy,2004,72163,89225
5505,9638,Kainism,2008,72164,89224
5506,9641,Eden| Post Exodus,2013,72165,89223
5507,9643,Corpse Breed Syndrome,2008,72166,89222
5508,9643,Drugstore Hell,2012,72167,89221
5509,9645,Dimensional Black Mass,2012,72168,89220
5510,9646,Psycho Path,2012,72169,89219
5511,9647,Fast-Slow Demolition,2012,72170,89218
5512,9647,Psy Slam Damage,2013,72171,89217
5513,9647,0.00 Apocalypse,2014,72172,89216
5514,9649,Aeternum,2009,72173,89215
5515,9650,Unconscience,2016,72174,89214
5516,9652,Silence of the World Beyond,1996,72175,89213
5517,9652,The Only Pure Hate,1998,72176,89212
5518,9653,Wishing Your Death,2011,72177,89211
5519,9654,Sleepless Walks,2016,72178,89210
5520,9656,Т_ _го_и__ в огне,2012,72179,89209
5521,9658,Psalms of Misanthropy,2010,72180,89208
5522,9658,Acolytes Eternal,2015,72181,89207
5523,9659,Delirium Provides the Safest Shelter,2010,72182,89206
5524,9660,Anarchos,1997,72183,89205
5525,9662,Portraits,2015,72184,89204
5526,9663,Resonating Blasphemy,2015,72185,89203
5527,9665,A Sleepless Malice,2010,72186,89202
5528,9666,Into the Formless Dawn,2016,72187,89201
5529,9667,The Patriot Act,2011,72188,89200
5530,9672,Blood| Sweat and Beards,2013,72189,89199
5531,9674,Brutal Psycho Mystical Grind,1997,72190,89198
5532,9674,Metamorphosm of 3113 Faces,2004,72191,89197
5533,9675,The Loss of Illusions,2005,72192,89196
5534,9675,In Search of Light,2007,72193,89195
5535,9676,Eternal Hate,2000,72194,89194
5536,9678,Dystopia,2006,72195,89193
5537,9680,Forged in Ruin,2009,72196,89192
5538,9680,Transcend Through Sacrifice,2011,72197,89191
5539,9680,Fragmented Atrocities,2013,72198,89190
5540,9681,Broken World,2013,72199,89189
5541,9683,Abhorration,2013,72200,89188
5542,9684,Was Raped,2003,72201,89187
5543,9685,Evoking the Abomination,2000,72202,89186
5544,9686,Intransigence,2015,72203,89185
5545,9687,Throne of Existential Abandonment,2014,72204,89184
5546,9688,Entity of Malevolence,2015,72205,89183
5547,9694,If Emotions Still Burn,1996,72206,89182
5548,9694,The Plague,1998,72207,89181
5549,9694,Anger| Hate and Fury,2002,72208,89180
5550,9694,Black,2016,72209,89179
5551,9698,Shifted the Shape,2007,72210,89178
5552,9699,Disgusting Cruelty of Homicide,2011,72211,89177
5553,9699,Consuming the Infinity,2016,72212,89176
5554,9700,Abolishment of Flesh,2008,72213,89175
5555,9704,In the End of Human Existence,2007,72214,89174
5556,9704,The Anomalies of Artificial Origin,2012,72215,89173
5557,9709,Goresoaked Clinical Accidents,2008,72216,89172
5558,9709,Fatal Dogmatic Damage,2010,72217,89171
5559,9709,Goresoaked Clinical Accidents,2012,72218,89170
5560,9709,Private Judgment Day,2014,72219,89169
5561,9712,About:Blank,2015,72220,89168
5562,9716,Desire,2002,72221,89167
5563,9716,Devotion (Hymns to Subcutaneous Human Pleasure),2004,72222,89166
5564,9716,Awakening of Lust,2007,72223,89165
5565,9716,The Birth... Born in Sodom,2011,72224,89164
5566,9718,Those We Don't Speak Of,2010,72225,89163
5567,9719,Tattered and Bound,2011,72226,89162
5568,9722,Handwerk des Todes,1999,72227,89161
5569,9722,Das Blut der Toten,2002,72228,89160
5570,9722,1487,2005,72229,89159
5571,9722,Sarggeburt,2009,72230,89158
5572,9722,Tief schwarz blutig rot,2011,72231,89157
5573,9722,Urstant,2016,72232,89156
5574,9725,The Decomposition Process,2006,72233,89155
5575,9727,Vyom Chakra,2013,72234,89154
5576,9728,Emotional Flatline,2002,72235,89153
5577,9732,Systematic Terror Decimation,2002,72236,89152
5578,9733,Once We Were Humans,2014,72237,89151
5579,9734,Mental Autopsy,2014,72238,89150
5580,9735,Reverie,1996,72239,89149
5581,9742,No Heaven in Sight,1999,72240,89148
5582,9744,Epoch of Methodic Carnage,2006,72241,89147
5583,9744,Omnicide,2009,72242,89146
5584,9744,Cultivate the Apostate,2014,72243,89145
5585,9745,Taste the Bitter Vengeance,2000,72244,89144
5586,9753,The Mirror and the Angel Asleep,2010,72245,89143
5587,9754,Accidentally Murdered,2014,72246,89142
5588,9755,Weapon Be Thy Name,2004,72247,89141
5589,9758,Infraction Cerebral Occupation,2008,72248,89140
5590,9758,Division by Zero,2010,72249,89139
5591,9759,The Graduation Frenzy,2014,72250,89138
5592,9761,Spectral Universe,2009,72251,89137
5593,9761,Lunar,2013,72252,89136
5594,9765,The Final Crossing,2006,72253,89135
5595,9765,Echoes of Brutality,2011,72254,89134
5596,9766,Where Eden Once Lied,2016,72255,89133
5597,9768,The Multiverse,2008,72256,89132
5598,9770,Unbreakable Fury,2010,72257,89131
5599,9770,An Uncertain Collision,2012,72258,89130
5600,9770,Fearless,2015,72259,89129
5601,9771,From the Oblivion,2006,72260,89128
5602,9773,Crisis de odio,2005,72261,89127
5603,9775,Misdirection Impact,2016,72262,89126
5604,9776,From Hell's Heights into Heaven's Abyss,2016,72263,89125
5605,9777,World's a Stage,2014,72264,89124
5606,9782,Nihil Quam Vacuitas Ordinatum Est,2015,72265,89123
5607,9784,Synaesthesia,2005,72266,89122
5608,9784,Oneiric Nightscapes,2009,72267,89121
5609,9786,Monument,2009,72268,89120
5610,9790,The Grey Can Turn to Black,2011,72269,89119
5611,9791,As Paradise Burns,2011,72270,89118
5612,9794,The Winter's Harvest,1996,72271,89117
5613,9794,Forsaken,2001,72272,89116
5614,9795,Ruination,2014,72273,89115
5615,9796,If Life Would Be a Canvas,2010,72274,89114
5616,9800,Through the Paths of Delusion,2014,72275,89113
5617,9802,Shutdown,2014,72276,89112
5618,9803,Memento Mori,2016,72277,89111
5619,9804,Descent into Darkness,2008,72278,89110
5620,9806,Homorretrocessus,2015,72279,89109
5621,9809,The Secrets Are Written in the Sky,2016,72280,89108
5622,9810,A Foreseen Demise,2016,72281,89107
5623,9811,Eschaton,2014,72282,89106
5624,9813,Riot of Forgotten,2015,72283,89105
5625,9818,_ternal Velum,2016,72284,89104
5626,9819,The Fall,2012,72285,89103
5627,9819,The Depths of Which These Roots Do Bind,2014,72286,89102
5628,9820,Sentimental,2014,72287,89101
5629,9825,One Reality,2003,72288,89100
5630,9825,Execution Is Necessary,2007,72289,89099
5631,9826,Obscure Slam Vomition,2012,72290,89098
5632,9826,OSVII: Esse Deum,2013,72291,89097
5633,9830,From Inner Deception,2010,72292,89096
5634,9832,The Toxic Way of Life,2004,72293,89095
5635,9832,Nuclear Rodeo,2008,72294,89094
5636,9832,Charleston City,2011,72295,89093
5637,9834,Black Sands of the Hourglass,2000,72296,89092
5638,9834,The Tides of Tragedy,2004,72297,89091
5639,9834,One Thousand Needles,2009,72298,89090
5640,9836,Years of Abuse,2013,72299,89089
5641,9838,All the Rage,2014,72300,89088
5642,9840,Transcending the Illusion,2013,72301,89087
5643,9841,Delicuescencia humana,2015,72302,89086
5644,9842,Alterations,2011,72303,89085
5645,9846,Chaos Reborn,2016,72304,89084
5646,9848,Apocalyptic Dawning,1995,72305,89083
5647,9848,L.I.F.E.,1998,72306,89082
5648,9850,CXVIII Monolithic Squeakings,2011,72307,89081
5649,9850,CLX Stormy Quibblings,2013,72308,89080
5650,9852,Unleash the Truth,2013,72309,89079
5651,9854,A New Onset,2013,72310,89078
5652,9855,Hellish,1997,72311,89077
5653,9857,Vastness,2013,72312,89076
5654,9861,Lebenslinie,2009,72313,89075
5655,9861,Lügenkabinett,2010,72314,89074
5656,9861,Stadt der toten Träume,2013,72315,89073
5657,9863,Righteous Hegemony,2002,72316,89072
5658,9864,Claiming the Sand Throne,2012,72317,89071
5659,9870,Apolutrosis,2003,72318,89070
5660,9870,Dying Vine,2005,72319,89069
5661,9871,Catatonic Utopia,2011,72320,89068
5662,9871,The Wretched Dominion,2011,72321,89067
5663,9871,Mental Anarchy,2012,72322,89066
5664,9871,Abaddon Rising,2014,72323,89065
5665,9871,The Culmination,2014,72324,89064
5666,9871,Visceral Nemesis,2015,72325,89063
5667,9871,Denihilism,2016,72326,89062
5668,9874,Sewer Dynasty,2013,72327,89061
5669,9875,The Wisdom Lost,2007,72328,89060
5670,9875,Complex Shapes,2012,72329,89059
5671,9876,Algophobia,1997,72330,89058
5672,9877,�_�_� / Tonatiuh,2010,72331,89057
5673,9878,Dangerous Games,2012,72332,89056
5674,9878,Antarctica (Part I),2015,72333,89055
5675,9878,Antarctica (Part II),2016,72334,89054
5676,9881,The Malkuth Grimoire,2015,72335,89053
5677,9886,Hymns for a Damned Race,2002,72336,89052
5678,9886,As We Suffer,2003,72337,89051
5679,9886,The Cold Taste of Nickel Plated Steel,2004,72338,89050
5680,9886,No One Is Forgiven,2005,72339,89049
5681,9886,This Faustian Flesh,2006,72340,89048
5682,9886,With Regrets...,2008,72341,89047
5683,9886,Under Dead Stars,2010,72342,89046
5684,9887,Burying the Past,2011,72343,89045
5685,9890,Fragments of Form and Function,2010,72344,89044
5686,9890,Formshifter,2012,72345,89043
5687,9890,Elements of the Infinite,2014,72346,89042
5688,9890,Proponent for Sentience,2016,72347,89041
5689,9891,____ва_ земл_,2006,72348,89040
5690,9892,The Weed,2008,72349,89039
5691,9892,Amphibious,2013,72350,89038
5692,9904,Immortal,2014,72351,89037
5693,9906,Altered Throne,2012,72352,89036
5694,9907,Hellish Damnatory,2013,72353,89035
5695,9910,Illusions of Time,2003,72354,89034
5696,9910,Inmotion,2009,72355,89033
5697,9910,Themélio,2013,72356,89032
5698,9911,Abominable,2004,72357,89031
5699,9911,Pre-Natal Cannibalism,2007,72358,89030
5700,9911,Intrinsic Indecency,2010,72359,89029
5701,9914,Asystole,2015,72360,89028
5702,9916,Amazing Grave,2011,72361,89027
5703,9918,Dismembering the Image of God,2014,72362,89026
5704,9921,An Angel Dies in My Eyes,2008,72363,89025
5705,9922,Burn to Hate,2007,72364,89024
5706,9922,Incurable Disease,2011,72365,89023
5707,9926,Counterweight,2014,72366,89022
5708,9927,Lullabies of Silence,2006,72367,89021
5709,9928,Once Sent from the Golden Hall,1998,72368,89020
5710,9928,The Avenger,1999,72369,89019
5711,9928,The Crusher,2001,72370,89018
5712,9928,Versus the World,2002,72371,89017
5713,9928,Fate of Norns,2004,72372,89016
5714,9928,With Oden on Our Side,2006,72373,89015
5715,9928,Twilight of the Thunder God,2008,72374,89014
5716,9928,Surtur Rising,2011,72375,89013
5717,9928,Deceiver of the Gods,2013,72376,89012
5718,9928,Jomsviking,2016,72377,89011
5719,9929,Dinamoneyezed,2000,72378,89010
5720,9929,Where the Dreams No Longer Exist,2008,72379,89009
5721,9930,Of Ignorance and Dismissal,2011,72380,89008
5722,9931,Bring Out Your Dead,2013,72381,89007
5723,9931,No Light,2016,72382,89006
5724,9937,The Ever Spinning Wheel,2013,72383,89005
5725,9939,Gargling with Infected Semen,2006,72384,89004
5726,9939,Wading Through Rancid Offal,2009,72385,89003
5727,9939,Dissect| Molest| Ingest,2014,72386,89002
5728,9940,Human Meat Gluttony,2005,72387,89001
5729,9940,Family Bloodbath,2009,72388,89000
5730,9945,The Series of Reveries Subsides,2010,72389,88999
5731,9946,Dehabilitation,2016,72390,88998
5732,9947,The New Dawn,2005,72391,88997
5733,9947,As the Last Human Spot in Me Dies,2007,72392,88996
5734,9947,The Futile Quest for Immortality,2010,72393,88995
5735,9947,The Ethereal Throne,2012,72394,88994
5736,9947,The Oracle and the Keyholder,2015,72395,88993
5737,9948,Senseless,2012,72396,88992
5738,9951,Two Cocks in the Same Hole,2002,72397,88991
5739,9953,Mind of a Serial Killer,2015,72398,88990
5740,9954,Eating Human Remains,2012,72399,88989
5741,9957,Unsurmountable Exhaustion of Disentombed...,1993,72400,88988
5742,9960,Obesidade Mórbida,2006,72401,88987
5743,9960,Into the Autopsy,2009,72402,88986
5744,9960,Welcome to the Gore Show,2013,72403,88985
5745,9961,The Infernal Depths of Hatred,1998,72404,88984
5746,9961,Dreams of Death and Dismay,2001,72405,88983
5747,9961,Under a Stone with No Inscription,2004,72406,88982
5748,9961,The Conductor's Departure,2006,72407,88981
5749,9963,Machine of Death,2005,72408,88980
5750,9965,Spirit,2000,72409,88979
5751,9965,The Second Son of God,2010,72410,88978
5752,9966,Ancient Necropsy,2003,72411,88977
5753,9966,Deformed King's Mummification,2004,72412,88976
5754,9966,Apocalyptic Empire,2007,72413,88975
5755,9966,Sanctuary Beyond the Infinite...,2011,72414,88974
5756,9966,Sepulchral Profanation,2015,72415,88973
5757,9968,Destroy Existence,1994,72416,88972
5758,9968,Unholy Rebirth Through Technology,2002,72417,88971
5759,9971,Cosmic Collision into the Fifth Dimension,2010,72418,88970
5760,9974,The Art of Suffering,2004,72419,88969
5761,9975,Hypercube,2009,72420,88968
5762,9976,Hammer of Gods,1996,72421,88967
5763,9976,Exterminate,1998,72422,88966
5764,9976,The Inexorable,1999,72423,88965
5765,9976,Of Lucifer and Lightning,2007,72424,88964
5766,9977,My Fallen Angel,2012,72425,88963
5767,9978,Images of Darkness and Light,2010,72426,88962
5768,9982,A Fear Formidable,2012,72427,88961
5769,9989,Nueva vida,2012,72428,88960
5770,9992,Provenance,2015,72429,88959
5771,9993,Syntymä,2015,72430,88958
5772,9996,Bleeding Your Hate,2008,72431,88957
5773,9996,Transmutación,2009,72432,88956
5774,9997,XIII Steps to Ruination,2014,72433,88955
5775,10000,Against the Storm,2011,72434,88954
5776,10001,Seven Names ov Chaos,2014,72435,88953
5777,10002,Dissecting the Living,2014,72436,88952
5778,10002,Human Decimation,2016,72437,88951
5779,10005,Rise of Infinity,2011,72438,88950
5780,10006,Mass Murder for Intercourse,2016,72439,88949
5781,10007,Hellucination,2011,72440,88948
5782,10009,Immortal Black Chaos,2015,72441,88947
5783,10010,The Gothenburg Post Scriptum,2010,72442,88946
5784,10011,Welcome to Another Side,2011,72443,88945
5785,10012,Dominate the Overground,2011,72444,88944
5786,10015,Sad Hope,2001,72445,88943
5787,10015,Made in Fear,2003,72446,88942
5788,10015,Mind Collectors,2005,72447,88941
5789,10015,Resurrection,2011,72448,88940
5790,10017,This Age of Silence,2007,72449,88939
5791,10017,Echoes of the Fallen,2011,72450,88938
5792,10018,Volume I (Leaving the Anthill),2010,72451,88937
5793,10019,Impaled in Comparison,2004,72452,88936
5794,10020,Inoculation,2016,72453,88935
5795,10021,Das 2. Siegel,2015,72454,88934
5796,10022,Subjugator of Machine,2013,72455,88933
5797,10024,Beyond Phobia,2013,72456,88932
5798,10024,_ra Dementiæ,2015,72457,88931
5799,10025,No Waste of Flesh,1999,72458,88930
5800,10025,Architecture of Lust,2012,72459,88929
5801,10027,Deathillusion,2004,72460,88928
5802,10029,Craving Out of Mist,2006,72461,88927
5803,10029,The Cult of Sickness,2010,72462,88926
5804,10029,Perpetual Motion of Deceit,2014,72463,88925
5805,10031,Confessions of an Unbridled Spirit: Bed of Roses,2006,72464,88924
5806,10032,Among the Lost,2009,72465,88923
5807,10036,The Prophecy,2011,72466,88922
5808,10037,The Beginning of the Eternity,2016,72467,88921
5809,10041,Suspended from the Cosmic Altaar,2015,72468,88920
5810,10043,Black Dreams...,1999,72469,88919
5811,10046,From Raging Rain to Painful Patience,2010,72470,88918
5812,10046,Orchestra of the Damned,2011,72471,88917
5813,10046,Door to the Abyss,2012,72472,88916
5814,10047,Prime Incursion,2015,72473,88915
5815,10050,Dusk for Convenience,1999,72474,88914
5816,10051,Revenge Beyond the Grave,2016,72475,88913
5817,10054,Shadow and Sound,2015,72476,88912
5818,10057,Apparatus,2015,72477,88911
5819,10061,Devourer of Worlds,2014,72478,88910
5820,10063,Eradico Consenescus Inritus,2008,72479,88909
5821,10064,Process of Extermination,2007,72480,88908
5822,10065,Indoctrination of Sacrilege,2015,72481,88907
5823,10067,Tu cabeza es mi bandera,2016,72482,88906
5824,10070,Frozen Sun,2015,72483,88905
5825,10072,Fidus Achates,2010,72484,88904
5826,10072,Veritas Odium Parit,2012,72485,88903
5827,10073,Black Earth,1996,72486,88902
5828,10073,Stigmata,1998,72487,88901
5829,10073,Burning Bridges,1999,72488,88900
5830,10073,Wages of Sin,2001,72489,88899
5831,10073,Anthems of Rebellion,2003,72490,88898
5832,10073,Doomsday Machine,2005,72491,88897
5833,10073,Rise of the Tyrant,2007,72492,88896
5834,10073,The Root of All Evil,2009,72493,88895
5835,10073,Khaos Legions,2011,72494,88894
5836,10073,War Eternal,2014,72495,88893
5837,10074,One Day,2009,72496,88892
5838,10074,Freakshow,2016,72497,88891
5839,10079,Out of the Shadows,2005,72498,88890
5840,10079,The Distant,2011,72499,88889
5841,10081,End of the Weakness,2005,72500,88888
5842,10083,Rise of the Blood Slaughter,2009,72501,88887
5843,10083,Asylum,2011,72502,88886
5844,10086,The Persistence of Scars,2013,72503,88885
5845,10087,The Consequences of Silence,2008,72504,88884
5846,10088,All Shall Align,2011,72505,88883
5847,10088,The Lucid Collective,2014,72506,88882
5848,10089,Hand of Help,2010,72507,88881
5849,10091,The Eight Thorns Conflict,2011,72508,88880
5850,10091,An Old Storm Brewing,2013,72509,88879
5851,10093,The Advent,2008,72510,88878
5852,10093,Divine Creation,2015,72511,88877
5853,10097,Embrace,2006,72512,88876
5854,10099,Awakening of Sins,2013,72513,88875
5855,10100,Fear the Siege,2013,72514,88874
5856,10102,Existential Chaos,2007,72515,88873
5857,10102,Reflections Within Dissonance,2010,72516,88872
5858,10102,Metamorphignition,2012,72517,88871
5859,10102,Lucid Dawn,2015,72518,88870
5860,10103,Expelled from Paradise,2009,72519,88869
5861,10107,Origins of Madness,2011,72520,88868
5862,10109,Virtual Landscape,2005,72521,88867
5863,10109,Spirals of Life,2013,72522,88866
5864,10110,Anno Universum,2010,72523,88865
5865,10110,Earthling,2013,72524,88864
5866,10118,Apognosis,2016,72525,88863
5867,10119,Dissimulated,2004,72526,88862
5868,10119,Journey to Your Agony,2006,72527,88861
5869,10120,Munching the Rotten,2005,72528,88860
5870,10121,Lvdi Incipiant,2016,72529,88859
5871,10122,A Celebration of Guilt,2004,72530,88858
5872,10122,United in Regret,2006,72531,88857
5873,10122,We Are the Nightmare,2008,72532,88856
5874,10122,Starve for the Devil,2010,72533,88855
5875,10122,Unwelcome,2013,72534,88854
5876,10125,Shattered Delusions,2016,72535,88853
5877,10126,Shadows of the Past,2006,72536,88852
5878,10127,Formula,2007,72537,88851
5879,10128,Apocryphal,2003,72538,88850
5880,10130,Reduced to a Limbless Sexslave,2003,72539,88849
5881,10130,Gouging Out Eyes of Mutilated Infants,2005,72540,88848
5882,10130,Driving My Fist Through Her Chest,2009,72541,88847
5883,10131,...and May the Gods Protect Us...,2013,72542,88846
5884,10131,Deus lo Volt,2014,72543,88845
5885,10131,Beyond the Cortical Layers,2014,72544,88844
5886,10131,Indignation,2015,72545,88843
5887,10131,The Maladaptive Daydreamer,2015,72546,88842
5888,10131,A Celebration of Mental Art,2016,72547,88841
5889,10132,Labyrinth Constellation,2014,72548,88840
5890,10133,Reflection,2007,72549,88839
5891,10133,Resurrection,2011,72550,88838
5892,10134,A Story of a World's Betrayal,2013,72551,88837
5893,10136,The Great Celestial Delusion,2008,72552,88836
5894,10137,Legions Bow to a Faceless God,2003,72553,88835
5895,10139,Transmutate,2009,72554,88834
5896,10140,Mentally Disturbed,2006,72555,88833
5897,10140,Gefangen,2010,72556,88832
5898,10147,Yersinia,2000,72557,88831
5899,10147,In Carni Veritas,2006,72558,88830
5900,10147,Trinegra,2011,72559,88829
5901,10149,Village,2005,72560,88828
5902,10154,Ashes of Moon,2012,72561,88827
5903,10154,The Darkness Where the Past Lay Sleeping,2014,72562,88826
5904,10155,Slayer's Dance,2008,72563,88825
5905,10158,Recalibrated Chaos,2012,72564,88824
5906,10159,Unreality,2012,72565,88823
5907,10161,The Waiting Room,2011,72566,88822
5908,10161,Neuronal Corruption,2014,72567,88821
5909,10167,Asphyxia,2008,72568,88820
5910,10169,The Process of Mutilation,2003,72569,88819
5911,10169,Anatomy of Perfect Bestiality,2009,72570,88818
5912,10169,Self Transform from Decayed Flesh,2013,72571,88817
5913,10174,Equilibrium,2006,72572,88816
5914,10176,Future Silence,1999,72573,88815
5915,10177,Consume Your Guts,2016,72574,88814
