songID,SongDetail,artistName,debuteDate,lyricContent,Source,Genre,Category,,genre,C
52,bridge over troubled water,aretha franklin,1971, dont trouble the water i wont give it up why dont you why dont you let it be um hum still water run deep yes it do i know that whoa yeah yeah if you only believedont trouble the water said i wouldnt give it up why dont you why dont you let it be umm still water run deep yes it do yes it do whoa oh ho yeah if you only believewhen youre down and out when youre on the street when evenin falls somehow i will comfort youill take the bow whoa when darkness comes and incomprehensible your love around just like a bridge over troubled water i will lay me down like a bridge just like a bridge over troubled over troubled water i will lay me downsail on silver moon sail on by your time has come to shine all of your dreams are on their way see how they shineooh and if you ever need a friend need a friend look around and sailing by just like a bridge over troubled water ill be there to lay me down like a bridge like a bridge over troubled water troubled water i will lay me down ooh ill be your bridge yes i willdont trouble the water said i wouldnt give it up well why dont you why dont you let it be uh huh still water run deep i know that yes it do yeah oh yeahstill the water dont trouble the water yeah give it up why dont you why dont you let it be talkin bout still water still water run deep you know they run deep yes it do uh huh oh yeahwell im gonna be your bridge yeah dont trouble the water the troubled water give it up oh why dont you why dont you let it be come on come on walk out on me still water run deep oh yes it do ,1,Blues,Dirty blues,,2671,
53,doesnt somebody want to be wanted,the partridge family,1971, i go downtown and roam all around but every street i walk i find another dead end im on my own but im so all alone i need somebody so i wont have to pretendi know theres someone just waiting somewhere i look around for her but shes just not thereoh doesnt somebody want to be wanted like me where are you doesnt somebody want to be wanted like me just like meim running free but i dont want to be i couldnt take another day like yesterday im dead on my feet from walking the street i need somebody to help me find my wayive gotta get out of this town before i do ill take a last look aroundoh doesnt somebody want to be wanted like me where are you doesnt somebody want to be wanted like me just like meyou know im no different from anybody else i start each day and end each night but it gets real lonely when youre by yourself now where is love and who is love i gotta knowdoesnt somebody want to be wanted like me where are you doesnt somebody want to be wanted like me just like me doesnt somebody want to be wanted like me where are you doesnt somebody want to be wanted like me just like medoesnt somebody want to be wanted like me where are you ,1,Blues,Soul blues,,2672,
54,draggin the line,tommy james,1971,making a living the old hard way taking and giving my day by day i dig the snow and the rai nand the bright sunshine im draggin the line draggin the line my dog sam eats purple flowers we aint got much but what weve gots ours we dig snow and the rain and the bright sunshine draggin the line draggin the line i feel fine im talking about peace of mind im gonna take my time im getting to good times draggin the line draggin the line loving a free and feeling spirit hugging a tree when you get near it digging the snow and the rain and the bright sunshine im draggin the line draggin the line draggin the line draggin the line i feel fine im talking about peace of mind im gonna take my time im getting to good times draggin the line draggin the line,3,Blues,Soul blues,,2673,
55,proud mary,ike  tina turner,1971,left a good job in the city working for the man evry night and day then i never lost a minute of sleep when worrying bout the way that things might have been big wheels keep on turning proud mary keeps on burning rolling rolling rolling on the river cleaned a lot of plates in memphis pumped a lot of tane down in new orleans but i never saw the good side of the city til i hitched a ride on a river boat queen big wheels keep on turning proud mary keeps on burning rolling rolling rolling on the river if you come down to the river betcha gonna find the people who live you dont have to worry though you have no money people on the river are happy to give big wheels keep on turning proud mary keeps on burning rolling rolling rolling on the river,3,Blues,Soul blues,,2674,
56,beginningscolour my world,chicago,1971,NA,NA,Blues,Soul blues,,2675,
57,stay awhile,the bells,1971, into my room he creeps without making a sound into my dreams he peeps with his hair all long and hanging downhow he makes me quiver how he makes me smile with all this love i have to give you i guess im gonna stay with him awhileshe brushes the curls from my eyes she drops her robe on the floor and she reaches for the light on the bureau and the darkness is her pillow once morehow she makes me quiver how she makes me smile with all this love i have to give her i guess im gonna stay with her awhilehow it makes me quiver how it makes me smile with all this love i have to give you guess im gonna stay with you awhilehow it makes me quiver how it makes me smile with all this love i have to give you guess im gonna stay with you awhilestay with you awhile i guess im gonna stay ,1,Blues,Soul blues,,2676,
58,sweet city woman,the stampeders,1971,well im on my way to the city life to a pretty face that shines her light on the city nights and i gotta catch a noon train gotta be there on time oh it feels so good to know she waits at the end of the line sweet sweet city woman i can see your face i can hear your voice i can almost touch you sweet sweet city woman oh my banjo and me we got a feel for singin yeah yeah bon ci bon bon ci bon bon bon ci bon bon bon bon bon bon ci bon bon ci bon bon bon ci bon bon bon bon bon,3,Blues,Soul blues,,2677,
59,me and you and a dog named boo,lobo,1971, i remember to this day the bright red georgia clay how it stuck to the tires after the summer rain will power made that old car go a womans mind told me that its so oh how i wish we were back on the road againme and you and a dog named boo travellin and livin off the land me and you and a dog named boo how i love bein a free mani can still recall the wheat fields of st paul and the mornin we got caught robbin from an old hen old mac donald made us work but then he paid us for what it was worth another tank of gas and back on the road againme and you and a dog named boo travellin and livin off the land me and you and a dog named boo how i love bein a free manill never forget that day we motored stately into big la the lights of the city put settlin down in my brain though its only been a month or so that old cars buggin us to go you gotta get away and get back on the road againme and you and a dog named boo travellin and livin off the land me and you and a dog named boo how i love bein a free man  ,1,Blues,Soul blues,,2678,
60,another dayoh woman oh why,paul mccartney,1971,NA,NA,Blues,Soul blues,,2679,
61,if,bread,1971, if a picture paints a thousand words then why cant i paint you the words will never show the you ive come to know if a face could launch a thousand ships then where am i to go theres no one home but you youre all thats left me tooand when my love for life is running dry you come and pour yourself on meif a man could be two places at one time id be with you tomorrow and today beside you all the way if the world should stop revolvin spinning slowly down to die id spend the end with you and when the world was throughthen one by one the stars would all go out then you and i would simply fly away ,1,Blues,Soul blues,,2680,
62,mercy mercy me the ecology,marvin gaye,1971, woo ah mercy mercy me ah things aint what they used to be no no where did all the blue skies go poison is the wind that blows from the north and south and eastwoo mercy mercy me mercy ah things aint what they used to be no no oil wasted on the ocean and upon our seas fish full of mercuryah oh mercy mercy me ah things aint what they used to be no no radiation underground and in the sky animals and birds who live nearby are dyingoh mercy mercy me ah things aint what they used to be what about this overcrowded land how much more abuse from man can she stand ,1,Blues,Soul blues,,2681,
63,one toke over the line,brewer  shipley,1971,one toke over the line sweet jesus one toke over the line sittin downtown in a railway station one toke over the line awaitin for the train that goes home sweet mary hopin that the train is on time sittin downtown in a railway station one toke over the line who do you love i hope its me ive bin a changin as you can plainly see i felt the joy and i learned about the pain that my momma said if i should choose to make a part of me surely strike me dead now im one toke over the line sweet jesus one toke over the line sittin downtown in a railway station one toke over the line im waitin for the train that goes home sweet mary hopin that the train is on time sittin downtown in a railway station one toke over the line i been away a country mile now im returnin showin off a smile i met all the girls and loved myself a few ended by surprise like everything else ive been through it opened up my eyes and now im one toke over the line sweet jesus one toke over the line sittin downtown in a railway station dont you just know i waitin for the train that goes home sweet mary hopin that the train is on time sittin downtown in a railway station one toke over the line dont you just know i waitin for the train that goes home sweet mary hopin that the train is on time sittin downtown in a railway station one toke over the line i want to be one toke over the line sweet jesus one toke over the line sittin downtown in a railway station one toke over the line dont you just know i waitin for the train that goes home sweet mary hopin that the train is on time sittin downtown in a railway station one toke over the line sittin downtown in a railway station one toke over line one toke one toke over the line,3,Blues,Delta blues,,2682,
64,shes not just another woman,8th day,1971,NA,NA,Blues,Delta blues,,2683,
65,bring the boys home,freda payne,1971,fathers are pleading lovers are all alone mothers are prayin send our sons back home tell em bout it you marched them away yes you did now on ships and planes to a senseless war facing death in vain bring the boys home bring em back alive bring the boys home bring em back alive bring the boys home bring em back alive bring the boys home bring em back alive why dont you turn the ships around everybody oughta lay your weapons down cant you see em marchin cross the sky all the soldiers that have died tryin to get home cant you see them tryin to get home tryin to get home theyre tryin to get home cease all fire on the battlefield tell em bout it enough men have already been wounded and killed bring the boys home bring em back alive bring the boys home bring em back alive bring the boys home bring em back alive bring the boys home bring em back alive why dont you turn the ships around everybody oughta lay your weapons down mothers fathers and lovers cant you see them tryin to get home cant you see them tryin to get home have mercy tryin to get home tryin to get home bring the boys home bring em back alive bring the boys home bring em back alive bring the boys home bring em back alive bring the boys home bring em back alive what they doin over there now bring em back alive when we need em over here now bring em back alive what they doin over there now bring em back alive when we need em over here now bring em back alive bring em all bring em all home bring em back alive bring em all bring em home now bring em back alive what they doin over there now bring em back alive when we need em over here now bring em back alive what they doin over there now bring em back alive when we need em over here now bring em back alive bring em all bring em all home bring em back alive bring em all bring em home now bring em back alive what they doin over there now bring em back alive when we need em over here now bring em back alive what they doin over there now bring em back alive when we need em over here now bring em back alive bring em all bring em all home bring em back alive bring em all bring em home now bring em back alive,3,Blues,Delta blues,,2684,
66,i just want to celebrate,rare earth,1971, one two three fouryeah yeah yeah yeah round round round round yeah yeahi just want to celebrate another day of livin i just want to celebrate another day of life put my faith in the people but the people let me down so i turned the other way and i carry on anyhowthats why im telling you i just want to celebrate yeah yeah another day of living yeah i just want to celebrate another day of life had my head on the dollar bill and the dollar bill flew away but the sun is shining down on me and its here to staythats why im telling you i just want to celebrate yeah yeah another day of living yeah i just want to celebrate another day of livin yeah i just want to celebrate another day of lifedont let it all get you down no no dont let it turn you around and around and around and around and aroundfive four three twocant be bothered with sorrow and i cant be bothered with hate no no im using up the time but feeling fine every daythats why im telling you i just want to celebrate another day of livin i just want to celebrate another day of lifedont let it all get you down no no dont let it turn you around and around and around and around and around and round round roundround dont go roundone two three fouri just want to celebrate i just want to celebrate i just want to celebrate i just want to celebratei just want to celebrate i just want to celebrate i just want to celebrate i just want to celebratei just want to celebrate i just want to celebrate i just want to celebrate i just want to celebrateround round round round ,1,Blues,Delta blues,,2685,
67,never ending song of love,delaney  bonnie  friends,1971,ive got a never ending love for you from now on thats all i wanna do from the first time we met i knew id have never ending love for you ive got a never ending love for you from now on thats all i wanna do from the first time we met i knew id have a never ending love for you after all this time of being alone we can love one another feel for each other from now on its so good i can hardly stand it never ending love for you from now on thats all i wanna do from the first we met i knew id sing my never ending song of love for you do do do do do do do do do do do do do do do after all this time of being alone we can love one another feel for each other from now on its so good i can hardly stand it never ending love for you from now on thats all i wanna do from the first we met i knew id sing my never ending song of love for you ive got a never ending love for you from now on thats all i wanna do from the first time we met i knew id sing my never ending song of love for you,3,Blues,Delta blues,,2686,
68,easy loving,freddie hart,1971, easy lovin so sexy lookin i know from the feelin that it comes from the heart easy lovin every days thanksgivin to count all my blessings i wouldnt know where to startevery time i look you over so real to life it seems for upon your pretty shoulders theres a pair of angel wingseasy lovin seeins believin life with yous like livin in a beautiful dreamevery time i look you over so real to life it seems for upon your pretty shoulders theres a pair of angel wings ,1,Blues,Delta blues,,2687,
69,liar,three dog night,1971, i wont ever leave you want me to stay nothing you can do that could turn me away hanging on anyway believing the things you say being a foolyouve taken my life so take my soul thats what you said and i believed it all i want to be with you as long as you want me to but dont move awayaint that what you said aint that what you said aint that what you saidliar liar liarmay i see no light may i see no day i may be leaving but you want me to stay you can believe in me i wont be leaving i wont let you goaint that what you said aint that what you said aint that what you saidliar liar liaryouve taken my life so take my soul thats what you said but who are we to know i want to be with you as long as you want me to so dont move awayaint that what you said aint that what you said aint that what you saidliar liar liar ,1,Blues,Delta blues,,2688,
70,stickup,the honey cone,1971,NA,NA,Blues,Delta blues,,2689,
71,chirpy chirpy cheep cheep,mac and katie kissoon,1971,mac miscellaneous chirpy chirpy cheep cheep chirpy chirpy cheep cheep mac  katie kissoon wheres your momma gone wheres your momma gone little baby bird little baby bird wheres your momma gone wheres your momma gone far far away far far awayayay refrain last night i heard my momma singing this song ooh wee chirpy chirpy cheep cheep woke up this morning and my momma was gone ooh wee chirpy chirpy cheep cheep chirpy chirpy cheep cheep chirp wheres your momma gone wheres your momma gone little baby bird little baby bird wheres your momma gone wheres your momma gone far far away wheres your poppa gone wheres your poppa gone little baby bird little baby bird wheres your poppa gone wheres your poppa gone far far away far far awayayay refrain repeat refain repeat refrain again wheres your momma gone wheres your momma gone little baby bird little baby bird wheres your momma gone wheres your momma gone far far away begin fading wheres your poppa gone wheres your poppa gone little baby bird little baby bird wheres tmazanec1junocom or tom mazanec to humans  chirpy chirpy cheep cheep g d g 1 wheres your mama gone wheres your mama gone g d g little baby done little baby done g d g wheres your mama gone wheres your mama gone c g d far far away g d g 2 wheres your papa gone wheres your papa gone g d g little baby done little baby done g d g wheres your papa gone wheres your papa gone c g d far far away c g f d far far away g c g ref last night i heard my mama singing a song c d c d ooowee chirpy chirpy cheep cheep g c g woke up this morning and my mama was gone c d c d ooowee chirpy chirpy cheep cheep c d g chirpy chirpy cheep cheep chirp 1 wheres your mama  2 wheres your papa ref last night  a d a ref last night i heard my mama singing a song d e d e ooowee chirpy chirpy cheep cheep a d a woke up this morning and my mama was gone d e d e ooowee chirpy chirpy cheep cheep d e a chirpy chirpy cheep cheep chirp ref last night  2x,3,Blues,Delta blues,,2690,
72,where do i begin love story,andy williams,1971,where do i begin to tell the story of how great a love can be the sweet love story that is older than the sea the simple truth about the love she brings to me where do i start with her first hello she gave new meaning to this empty world of mine thered never be another love another time she came into my life and made the living fine she fills my heart she fills my heart with very special things with angels songs with wild imaginings she fills my soul with so much love that anywhere i go im never lonely with her around who could be lonely i reach for her hand its always there how long does it last can love be measured by the hours in a day i have no answers now but this much i can say i know ill need her till the stars all burn away and shell be there how long does it last can love be measured by the hours in a day i have no answers now but this much i can say i know ill need her till the stars all burn away and shell be there,3,Blues,Delta blues,,2691,
73,wild world,cat stevens,1971, la la la la la la la la lanow that ive lost everything to you you say you wanna start something new and its breakin my heart youre leavin baby im grievin but if you wanna leave take good care hope you have a lot of nice things to wear but then a lot of nice things turn bad out thereooh baby baby its a wild world its hard to get by just upon a smile ooh baby baby its a wild world ill always remember you like a child girlyou know ive seen a lot of what the world can do and its breakin my heart in two because i never wanna see you a sad girl dont be a bad girl but if you wanna leave take good care hope you make a lot of nice friends out there but just remember theres a lot of bad and beware bewareooh baby baby its a wild world its hard to get by just upon a smile ooh baby baby its a wild world and ill always remember you like a child girlla la la baby i love you but if you wanna leave take good care hope you make a lot of nice friends out there but just remember theres a lot of bad and beware bewareooh baby baby its a wild world its hard to get by just upon a smile ooh baby baby its a wild world and ill always remember you like a child girlooh baby baby its a wild world and its hard to get by just upon a smile ooh baby baby its a wild world and ill always remember you like a child girl ,1,Blues,Delta blues,,2692,
74,when youre hot youre hot,jerry reed,1971, well now me and homer jones and big john talley had a big crap game goin back in the alley and i kept rollin them sevens winnin all them potsmy luck was so good i could do no wrong i just kept on rollin and controllin them bones and finally they just threw up their hands and said when you hot you hot i said yeahwhen youre hot youre hot and when youre not youre not put all the money in an lets roll em again when youre hot youre hot la la la la la la la la la la la la la la la la la when youre hot youre hotwell now every time i rolled them dice id win and i was just gettin ready to roll em again when i heard somethin behind me i turned around and there was a big old cophe said hello boys and then he gave us a grin an said look like im gonna hafta haul you all in an keep all that money for evidence i said well son when you hot you hot he said yeahwhen youre hot youre hot and when youre not youre not you can splain it all down at city hall i say yeah when youre hot youre hot la la la la la la la la la la la la la la la la la when youre hot youre hotwell when he took us in to court i couldnt believe my eyes the judge was a fishin buddy that i recognized i said hey judge old buddy old pal ill pay ya that hundred i owe ya if youll get me outta this spotso he gave my friends a little fine to pay he turned around an grinned at me an said ninety days jerry when you hot you hot an i said thanks a lotwhen youre hot youre hot and when youre not youre not he let my friends go free and throwed the book at me he said well when youre hot youre hoti said well ill tell ya one thing judge old buddy old pal if you wasnt wearin that black robe id take out in back of this courthouse and id try a little bit of your honor onyou understand that you hillbilly who gonna collect my welfare pay for my cadillac whadda you mean contempt of court judge oh judge judgie poo ,1,Blues,Delta blues,,2693,
75,funky nassau,the beginning of the end,1971,the beginning of the end miscellaneous funky nassau part 1 funky nassau the beginning of the end nassaus gone funky and nassaus gone soul weve got a doggone beat now were gonna call our very own mini skirts maxi skirts and afro hair do people are doin their won dont care bout you and me naussau rock and nassau roll nassaus got a whole lot of soul listen to the drummer strum in his feet new york they say has got a whole lot of soul london town is too doggone cold nassaus got sunshine and this you all know but weve gone funky and got some soul too funky nassau funky,3,Blues,Delta blues,,2694,
76,if not for you,olivia newtonjohn,1971, if not for you babe i couldnt even find the door i couldnt even see the floor id be sad and blue if not for youif not for you babe the night would see me wide awake the day would surely have to break it would not be new if not for youif not for you my sky would fall rain would gather too without your love id be nowhere at all id be lost if not for youif not for you the winter would hold no spring couldnt hear a robin sing i just wouldnt have a clue if not for youif not for you my sky would fall rain would gather too without your love id be nowhere at all id be lost if not for youif not for you the winter would hold no spring you couldnt hear the robin sing i just wouldnt have a clue if not for you if not for you ,1,Blues,Delta blues,,2695,
77,groove me,king floyd,1971, uhh awww sookie sookie now hey oww uhh come on baby hey there sugar darlin let me tell you something girl ive been trying to say now you look so sweet and youre so doggone fine i just cant get you out of my mind youve become a sweet taste in my mouth now and i want you to be my spouse so that we can live happily nahnah in a great big ol roomy house and i know youre gonna groove me baby ahh yeah now you make me feel good inside come on and groove me baby i need you to groove me ahhh yeah now now darling uhh come on come on hey uhh hey there sugar darlin come on give me something girl ive been needing for days yes im good good loving with plenty plenty hugging ooh you cute little thang you girl between you and me nahnah we dont need no company no other man no other girl can enter into our world not as long as you groove me baby ahh come on make me feel good inside come on and groove me baby move me baby ahh sock it to me mama uhh ahh i like it like that baby uhh groove me baby hey uhh groove me darling come on come on i need you to sock it to me mama come on and groove me baby hey uhh good god it makes me feel so good inside mama now come on come on and uhh groove me baby groove me baby ahh sock it to me sock it to me rock it to me come on come on come on and uhh groove me mama i want you to groove me ,1,Blues,Delta blues,,2696,
78,watching scotty grow,bobby goldsboro,1971, there he sits with a pen and a yellow pad what a handsome lad thats my boy brlfq spells mom and dad but that aint too bad thats my boyyou can have your tv and you nightclubs and you can have your drive in picture show ill stay here with my little man near well listen to the radio biding my time and watching scotty growmaking a castle out of building blocks and a cardboard box thats my boy mickey mouse says its thirteen oclock well thats quite a shock thats my boyin four short years ive gone from rags to riches and what i did before that i dont know so let it rain on my windowpane i got my own rainbow and were sitting here shining watching scotty growriding on daddys shoulders off to bed old sleepy head thats my boy got to have a drink of water and a story read a teddy bear named fred thats my boywhats that you say momma come on and keep you feet warm well save me a place ill be there in a minute or so i think ill stay right here and say a little prayer before i gome and god watching scotty grow me and god watching scotty grow ,1,Blues,Delta blues,,2697,
79,woodstock,matthews southern comfort,1971,i came upon a child of god he was walking along the road when i asked him where are you going this he told me im going down to yasgurs farm think ill join a rock and roll band ill camp out on the land ill try and set my soul free we are stardust we are golden and weve got to get ourselves back to the garden then can i walk beside you i have come here to lose the smog and i feel just like a cog in something turning well maybe its the time of year or maybe its the time of man and i dont know who i am but lifes for learning we are stardust we are golden and weve got to get ourselves back to the garden by the time i got to woodstock they were half a million strong everywhere there were songs and celebration and i dreamed i saw the bombers riding shotgun in the sky turning into butterflies above our nation we are stardust we are golden and weve got to get ourselves back to the garden we are stardust we are golden and weve got to get ourselves back to the garden we are stardust we are golden and weve got to get ourselves back to the garden,3,Blues,Delta blues,,2698,
80,amazing grace,judy collins,1971, amazing grace how sweet the sound that saved a wretch like me i once was lost but now im found was blind but now i seetwas grace that taught my heart to fear and grace my fears relieved how precious did that grace appear the hour i first believedthrough many dangers toils and snares we have already come twas grace hath brought us safe thus far and grace will lead us homewhen weve been there ten thousand years bright shining as the sun wed know less days to sing gods praise than when we first begun ,1,Blues,Delta blues,,2699,
81,i hear you knocking,dave edmunds,1971, you went away and left long time ago now your knocking on my door i hear you knocking but you cant come in i hear you knocking go back where you beeni begged you not to go but you said goodbye now your telling me all your lies i hear you knocking but you cant come in i hear you knocking go back where you beenyou better get back to your used to be cause your kind of love aint good for me i hear you knocking but you cant come in i hear you knocking go back where you beeni told you way back in 52 that i would never go with you i hear you knocking but you cant come in i hear you knocking go back where you been ,1,Blues,Delta blues,,2700,
82,lonely days,bee gees,1971, good morning mister sunshine you brighten up my day come sit beside me in your way i see you every morning outside the restaurants the music plays so nonchalantlonely days lonely nights where would i be without my woman lonely days lonely nights where would i be without my womanlonely days lonely nights where would i be without my woman lonely days lonely nights where would i be without my womanlonely days lonely nights where would i be without my womangood morning mister sunshine you brighten up my day come sit beside me in your waylonely days lonely nights where would i be without my woman lonely days lonely nights where would i be without my womanlonely days lonely nights where would i be without my woman lonely days lonely nights where would i be without my woman ,1,Blues,Delta blues,,2701,
83,here comes that rainy day feeling again,the fortunes,1971,here comes that rainy day feeling again and soon my tears they will be falling like rain it always seems to be a monday left over memories of sunday always spent with you before the clouds appeared and took away my sunshine here comes that rainy day feeling again and ill be dreaming of you baby in vain your face is always on my mind girl i hoping soon youre gonna find your way back tome cause if you say youll stay the rainy days will go away misty morning eyes im trying to disguise the way i feel but i just cant hide it people seem to know the loneliness will show im thinking of my pride but breaking up inside here comes that rainy day feeling again and soon my tears they will be falling like rain it always seems to be a monday left over memories of sunday always spent with you before the clouds appeared and took away my sunshine here comes that rainy day feeling again here comes that rainy day feeling again here comes that rainy day feeling again,3,Blues,Delta blues,,2702,
84,wont get fooled again,the who,1971,well be fighting in the streets with our children at our feet and the morals that they worship will be gone and the men who spurred us on sit in judgement of all wrong they decide and the shotgun sings the song ill tip my hat to the new constitution take a bow for the new revolution smile and grin at the change all around pick up my guitar and play just like yesterday then ill get on my knees and pray we dont get fooled again the change it had to come we knew it all along we were liberated from the fold thats all and the world looks just the same and history aint changed cause the banners they are flown in the next war ill tip my hat to the new constitution take a bow for the new revolution smile and grin at the change all around pick up my guitar and play just like yesterday then ill get on my knees and pray we dont get fooled again no no ill move myself and my family aside if we happen to be left half alive ill get all my papers and smile at the sky though i know that the hypnotized never lie do ya theres nothing in the streets looks any different to me and the slogans are replaced bythebye and the parting on the left are now parting on the right and the beards have all grown longer overnight ill tip my hat to the new constitution take a bow for the new revolution smile and grin at the change all around pick up my guitar and play just like yesterday then ill get on my knees and pray we dont get fooled again dont get fooled again no no yeaaaaaaaaaaaaaaaaaaaaaaaaah meet the new boss same as the old boss,3,Blues,Delta blues,,2703,
85,trapped by a thing called love,denise lasalle,1971,somebody tell me what has this man got he makes me feel what i dont wanna feel somebody tell me what has this man got he makes me give what i dont wanna give on solid ground i feel myself sinking fast i grab a hold but i dont think its gonna last im slowly losing my ground slowly sinking down trapped by this thing called love ooh baby hooked on this thing called love hooked on this thing called love somebody tell me what has this man got he makes me cry lord i dont wanna cry somebody tell me what has this man got he makes me lie when i dont wanna lie he calls me up and i tell em to say that im not in then i cry all night if he doesnt call again im slowly losing my ground slowly sinking down trapped by this thing called love ooh baby hooked on this thing called love,3,Blues,Delta blues,,2704,
86,mamas pearl,the jackson 5,1971,you send cold chills up and down my spine you kiss my chills but you draw the line baby cause yo mama told you that love aint right dont you know good lovin is the spice of life yeah mamas pearl let down your curls wont you give my love a whirl find what youve been missin now baby daddy girl let down those curls wont give you give your heart a twirl dont keep me wishin you want my lovin yes you do do do yes you do i know you do you want my lovin is it true true true now baby now your conscience tells you love is wrong did you know good lovin never hurt no one mamas pearl let down your curls wont you give my love a whirl find what youve been missin now baby daddy girl let down those curls yeah you give your heart a twirl dont keep me wishin let it all hang out girl dont be afraid youve got the first step made the rest is up to you feel is what you do let yourself go let your lovin flow now now now let your lovin flow now now just give in to me cause ive got what you need got what you need lets fall in love lets fall in love find out what youre missin goody girl weve got the pearl give your heart a twirl why dont you give my love a whirl girl dont be afraid youve got the first step made just give in just give in to me cause ive got what you need got what you need lets fall in love lets fall in love let yourself go let your lovin flow let your lovin flow just give it to me cause ive got what you need got what you need mamas pearl dont be afraid daddys girl weve got it made find out what youve been missin sugar goody goody goody girl mamas pearl dont be afraid daddys girl weve got it made,3,Blues,Delta blues,,2705,
87,timothy,the buoys,1971,trapped in a mine that had caved in and everyone knows the only ones left were joe and me and tim when they broke through to pull us free the only ones left to tell the tale were joe and me timothy timothy where on earth did you go timothy timothy god why dont i know hungry as hell no food to eat and joe said that he would sell his soul for just a piece of meat water enough to drink for two and joe said to me ill have a swig and then theres some for you timothy timothy joe was looking at you timothy timothy god what did we do i must have blacked out just around then cause the very next thing that i could see was the light of the day again my stomach was full as it could be and nobody ever got around to finding timothy timothy,3,Blues,Delta blues,,2706,
88,i woke up in love this morning,the partridge family,1971, last night i turned out the lights lay down and thought about you i thought about the way that it could be two oclock wonderin what im doin here alone without you so i close my eyes and dream youre here to meand i woke up in love this morning i woke up in love this morning went to sleep with you on my mind yes i woke up in love this morning i woke up in love this morning went to sleep with you on my mindhello girl yes its five oclock i know but you just listen theres something that ive got to let you know this is you this pillow that im huggin and im kissin and one more thing before i let you goand i woke up in love this morning i woke up in love this morning went to sleep with you on my mind and i woke up in love this morning i woke up in love this morning went to sleep with you on my minddo dreams come true well if they do ill have you not just for a night but for my whole life throughi woke up in love this morning i woke up in love this morning went to sleep with you on my mind and i woke up in love this morning i woke up in love this morning went to sleep with you on my mind  ,1,Blues,Piedmont blues,,2707,
89,theme from shaft,isaac hayes,1971, shaft whos the black private dick thats a sex machine to all the chicks shaft youre damn right who is the man that would risk his neck for his brother man shaft can ya dig it whos the cat that wont cop out when theres danger all about shaft right on you see this cat shaft is a bad mother shut your mouth but im talkin about shaft then we can dig it hes a complicated man but no one understands him but his woman john shaft ,1,Blues,Piedmont blues,,2708,
90,if i were your woman,gladys knight  the pips,1971,if i were your woman and you were my man youd have no other woman youd be weak as a lamb if you had the strength to walk out that door my love would over rule my sense and id call you back for more if i were your woman if you were my woman if i were your woman if you were my woman and you were my man yeah yeah she tears you down darling says youre nothing at all but ill pick you up darling when she lets you fall youre like a diamond but she treats you like glass yet you make it hard to love you but me you dont ask if i were your woman if you were my woman if i were your woman if you were my woman if i were your woman if you were my woman heres what id do id never no no no stop loving you yeah yeah life is so crazy and love is unkind because she came first darling will she hang on your mind youre a part of me and you dont even know it im what you need but im too afraid to show it if i were your woman if you were my woman if i were your woman if you were my woman if i were your woman if you were my woman heres what id do id never no no no stop loving you yeah if i were your woman heres what id do id never never never stop loving you if i were your woman youre sweet lovin woman if you were my woman if you were my woman what would you do if you were my woman if you were my woman what would you do ,3,Blues,Piedmont blues,,2709,
91,i ami said,neil diamond,1971,NA,NA,Blues,Piedmont blues,,2710,
92,the wedding song there is love,paul stookey,1971,stookey paul miscellaneous there is love the wedding song he is now to be among you at the calling of your hearts rest assured this troubador is acting on his part the union of your spirits here has caused him to remain for whenever two or more of you are gathered in his name there is love  there is love oh a man shall leave his mother and a woman leave her home they will travel on to where the two will be as one as it was in the beginning is now until the end woman draws her life from man and gives it back again and there is love  oh theres love well then whats to be the reason for becoming man and wife is it love that brings you here or love that brings you life for is loving is the answer then whos the giving for do you believe in something that youve never seen before oh theres love  there is love he is now to be among you at the calling of your hearts rest assured this troubador is acting on his part the union of your spirits here has caused him to remain for whenever two or more of you are gathered in his name there is love  oh there is love,3,Blues,Piedmont blues,,2711,
93,dont knock my love,wilson pickett,1971,  ,1,Blues,Piedmont blues,,2712,
94,love her madly,the doors,1971, dont you love her madly dont you need her badly dont you love her ways tell me what you say dont you love her madly wanna be her daddydont you love her face dont you love her as shes walkin out the door like she did one thousand times beforedont you love her ways tell me what you say dont you love her as shes walkin out the doorall your love all your love all your love all your love all your love is gone so sing a lonely song of a deep blue dream seven horses seem to be on the markyea dont you love her dont you love her as shes walkin out the doorall your love all your love all your love yea all your love is gone so sing a lonely song of a deep blue dream seven horses seem to be on the markdont you love her madly dont you love her madly dont you love her madly ,1,Blues,Piedmont blues,,2713,
95,here comes the sun,richie havens,1971,little darlin it seems like a long cold lonely winter little darlin it seems like so many years since its been there here comes the sun here comes the sun and i say its all right its all right its all right its all right its all right little darlin it seems like the ice is slowly melting little darlin it seems like so years since its been there here comes the sun here comes the sun and i say its all right its all right its all right its all right its all right little darlin it seems like the smiles are returnin to the faces little darlin it seems like so many years since theyve been there here comes the sun here comes the sun and i say its all right its all right its all right its all right its all right its all right here comes the sun here comes the sun and i say its all right its all right its all right its all right its all right its all right and in the end the love you see will be equal to the love you gave,3,Blues,Piedmont blues,,2714,
