producerName,region,Phone_Number,Email
ColumbiaPictures|HappyMadisonProductions|SonyPicturesEntertainment(SPE),USA,6588315216,WNHW@outlook.com
ColumbiaPictures|HemisphereMediaCapital|AmblinEntertainment,USA,1637339299,XCCI@outlook.com
ColumbiaPictures|HeyEddie|BrokenRoadProductions,USA|Germany,3366239039,RDGI@outlook.com
ColumbiaPictures|HydeParkEntertainment|ImagenationAbuDhabiFZ,USA,6802574981,VRJU@outlook.com
ColumbiaPictures|ImagineEntertainment|LStarCapital,USA,143267613,DVSW@outlook.com
ColumbiaPictures|ImagineEntertainment|SkylarkProductions,USA,8390450376,EROH@outlook.com
ColumbiaPictures|InsideTrack2|AquariumProductions,USA,1324169170,FIKD@outlook.com
ColumbiaPictures|LakeshoreEntertainment|RelativityMedia,USA,6491948930,FOAT@outlook.com
ColumbiaPictures|LStarCapital|ChinaFilmCo.,USA,7873837306,ELYB@outlook.com
ColumbiaPictures|LStarCapital|MaterialPictures,USA,7844079921,UFXE@outlook.com
ColumbiaPictures|LStarCapital|MediaRightsCapital(MRC),UK|CzechRepublic|USA|Germany|Bahamas|Italy,6052936957,YBCN@outlook.com
ColumbiaPictures|LStarCapital|PointGreyPictures,UK|USA,6407542039,RBYO@outlook.com
ColumbiaPictures|LStarCapital|SkydanceMedia,USA|Germany,4297718283,OIKK@163.com
ColumbiaPictures|LStarCapital|VillageRoadshowPictures,USA,2190304626,CZKX@163.com
ColumbiaPictures|MandatePictures|ThreeStrangeAngels,USA|NewZealand,1408824804,RJBJ@163.com
ColumbiaPictures|MarvelEntertainment|LauraZiskinProductions,USA|Japan,1554981935,ORVZ@163.com
ColumbiaPictures|MarvelStudios|LauraZiskinProductions,USA,1229555159,SEQR@163.com
ColumbiaPictures|MarvelStudios|PascalPictures,USA,4239745532,VSLN@163.com
ColumbiaPictures|MediaRightsCapital(MRC)|LStarCapital,USA,1369317093,KARZ@163.com
ColumbiaPictures|MediaRightsCapital(MRC)|RedHourFilms,USA,5214260739,GUMN@163.com
ColumbiaPictures|Metro-Goldwyn-Mayer(MGM)|LStarCapital,USA,8788972493,GVHC@163.com
ColumbiaPictures|Metro-Goldwyn-Mayer(MGM)|RelativityMedia,USA|UnitedArabEmirates,1078954746,AWBX@163.com
ColumbiaPictures|Metro-Goldwyn-Mayer(MGM)|ScottRudinProductions,USA|Hungary,6647142970,GZUL@163.com
ColumbiaPictures|Mosaic,USA|Malta|France|UK,3774288040,ALCQ@163.com
ColumbiaPictures|MythologyEntertainment|CentropolisEntertainment,USA|Italy,3818095654,ZPSG@163.com
ColumbiaPictures|OceanPictures|ApatowProductions,USA|UK,9576684462,UKKS@163.com
ColumbiaPictures|OriginalFilm|K/OCameraToys,USA,5919189620,GDDH@163.com
ColumbiaPictures|OverbrookEntertainment|BlindingEdgePictures,USA|China|Canada,8919899352,YOYS@163.com
ColumbiaPictures|OverbrookEntertainment|SonyPicturesReleasing,USA,8384748969,EWXC@163.com
ColumbiaPictures|ParamountPictures|AmblinEntertainment,USA,1842123827,VEEW@163.com
ColumbiaPictures|Pariah,USA,5700875397,UQMN@163.com
ColumbiaPictures|PlanBEntertainment|RedOmFilms,USA,8803687638,RZIX@163.com
ColumbiaPictures|PointGreyPictures|MandatePictures,USA,6974108345,UVXR@163.com
ColumbiaPictures|QEDInternational|LStarCapital,USA,7127383396,KBSX@163.com
ColumbiaPictures|RelativityMedia|ApatowProductions,USA|Australia,3986432414,ARFU@163.com
ColumbiaPictures|RelativityMedia|AtlasEntertainment,USA,7783845153,PSPI@163.com
ColumbiaPictures|RelativityMedia|BlueLight,USA,5686320179,USRN@163.com
ColumbiaPictures|RelativityMedia|DiBonaventuraPictures,USA,4211504207,FIVF@163.com
ColumbiaPictures|RelativityMedia|HappyMadisonProductions,USA,7717101357,LCNR@163.com
ColumbiaPictures|RelativityMedia|ImageMovers,SouthAfrica|USA,8409395702,IOLU@163.com
ColumbiaPictures|RelativityMedia|OriginalFilm,Germany|Canada|USA,753627979,HHZA@163.com
ColumbiaPictures|RelativityMedia|OverbrookEntertainment,USA,2330509834,EXBL@163.com
ColumbiaPictures|RelativityMedia|Pariah,USA,5368872518,JNOK@163.com
ColumbiaPictures|RelativityMedia|ScottRudinProductions,USA|UK,4526663192,YJQW@163.com
ColumbiaPictures|RelativityMedia|TriggerStreetProductions,USA|Sweden|Norway,2851184611,SBVT@163.com
ColumbiaPictures|SonyPicturesAnimation,USA,1579697741,QNVU@163.com
ColumbiaPictures|SonyPicturesAnimation|KernerEntertainmentCompany,USA,558500198,CTSX@163.com
ColumbiaPictures|SonyPicturesAnimation|SonyPicturesImageworks(SPI),USA,7915747194,SXUG@163.com
ColumbiaPictures|StanleyJaffeProduction,USA,5890830867,YPTA@163.com
ColumbiaPictures|TornadoProductionsInc.|AmblinEntertainment,USA,4090525653,NKBP@163.com
ColumbiaPictures|UniversalPictures|RelativityMedia,USA|China,3622834423,CJFX@163.com
ColumbiaPictures|WeimaranerRepublicPictures|OmbraFilms,USA|NewZealand,6427744988,XZVP@163.com
ColumbiaPicturesCorporation,USA,3577286254,WHVY@163.com
ColumbiaPicturesCorporation|ActIII|ActIIICommunications,USA,5974183154,OZRS@163.com
ColumbiaPicturesCorporation|AmblinEntertainment|Parkes+MacDonaldImageNation,USA,6745681787,POAX@163.com
ColumbiaPicturesCorporation|BeaconCommunications|RadiantProductions,USA|China|UK,3068344693,WMII@163.com
ColumbiaPicturesCorporation|Brillstein-GreyEntertainment|Licht/MuellerFilmCorporation,USA,5760706665,KCEF@163.com
ColumbiaPicturesCorporation|CastleRockEntertainment,USA,8526638122,BPOB@163.com
ColumbiaPicturesCorporation|CentropolisEntertainment|MutualFilmCompany,USA,2673183953,RPWB@163.com
ColumbiaPicturesCorporation|ColumbiaPictures|AmblinEntertainment,USA|Germany|UK|France,9423551369,HUIY@163.com
ColumbiaPicturesCorporation|ColumbiaPictures|Bill/Phillips,USA,4210317077,TGRP@163.com
ColumbiaPicturesCorporation|CruelProductionsLLC|NewmarketCapitalGroup,USA,8001241826,JULZ@163.com
ColumbiaPicturesCorporation|CrystalSkyPictures|RelativityMedia,USA,5016851354,YUQR@163.com
ColumbiaPicturesCorporation|DelphiFilms|BlackRhinoProductions,USA,893425913,KATN@163.com
ColumbiaPicturesCorporation|DelphiIIProductions|JerryWeintraubProductions,USA,6297911626,LWND@163.com
ColumbiaPicturesCorporation|DimensionFilms|TriptychPictures,USA,7957975696,EFHC@163.com
ColumbiaPicturesCorporation|DimensionFilms|TroublemakerStudios,USA,6351443898,LOCS@163.com
ColumbiaPicturesCorporation|DonSimpson/JerryBruckheimerFilms,USA,5199214034,QOQN@163.com
ColumbiaPicturesCorporation|DreamWorks|MontecitoPictureCompany|The,USA,527088698,FNEA@163.com
ColumbiaPicturesCorporation|DreamWorks|SpyglassEntertainment,USA,5805050364,BSVT@163.com
ColumbiaPicturesCorporation|EMIFilms|EMIFilms,USA,3942368632,KVUV@163.com
ColumbiaPicturesCorporation|EscapeArtists|Finestkind,USA,4259379580,HPLX@163.com
ColumbiaPicturesCorporation|Filmhaus|IllusionEntertainment,USA,6962870336,PUGK@163.com
ColumbiaPicturesCorporation|FindingForresterProductions|FountainbridgeFilms,USA,2501598826,LROI@163.com
ColumbiaPicturesCorporation|FlowerFilms(II)|TallTreesProductions,USA,9013583863,FAAF@163.com
ColumbiaPicturesCorporation|ForwardPass|InitialEntertainmentGroup(IEG),USA,5184147038,LPQO@163.com
ColumbiaPicturesCorporation|Franklin/WatermanProductions|GlobalMedienKG,USA,1566674524,YRYY@163.com
ColumbiaPicturesCorporation|GlobalEntertainmentProductionsGmbHCompanyMedienKG,USA,3942196823,XCKF@163.com
ColumbiaPicturesCorporation|GracieFilms,USA,8021631519,LZFH@163.com
ColumbiaPicturesCorporation|HappyMadisonProductions|AnonymousContent,USA,242669650,RKZK@163.com
ColumbiaPicturesCorporation|HawkFilms,USA,516358064,AYSF@163.com
ColumbiaPicturesCorporation|Hofflund/Polone|GlobalEntertainmentProductionsGmbHCompanyMedienKG,USA,781866850,GLIS@163.com
ColumbiaPicturesCorporation|Hofflund/Polone|IndeliblePictures,USA,1741725207,NHCR@163.com
ColumbiaPicturesCorporation|HorizonPictures,USA,4650444109,TMTA@163.com
ColumbiaPicturesCorporation|HorizonPictures(II),USA,5167967384,EQUY@163.com
ColumbiaPicturesCorporation|ImagineEntertainment|JC23Entertainment,USA,8278531982,JUFE@163.com
ColumbiaPicturesCorporation|JerseyFilms,USA,4206997795,HILD@163.com
ColumbiaPicturesCorporation|Jinks/CohenCompany|ZanuckCompany|The,USA,3567871084,MIJA@163.com
ColumbiaPicturesCorporation|KonradPictures,USA,9778263736,ELED@163.com
ColumbiaPicturesCorporation|LosHooligansProductions,USA,5523255161,CHHI@163.com
ColumbiaPicturesCorporation|MarvelEnterprises|LauraZiskinProductions,USA|Germany,2643305818,NHWZ@163.com
ColumbiaPicturesCorporation|MirageEnterprises,USA,2422447045,XJUD@163.com
ColumbiaPicturesCorporation|MirageEnterprises|PunchProductions,USA,8285677243,PENV@163.com
ColumbiaPicturesCorporation|NewLineCinema|HappyMadisonProductions,USA,6012373070,RNJZ@163.com
ColumbiaPicturesCorporation|OakProductions,USA|Germany,9467091628,SOXA@163.com
ColumbiaPicturesCorporation|OriginalFilm|CamelotPictures,USA,4656638113,MYXA@163.com
ColumbiaPicturesCorporation|OriginalFilm|NealH.MoritzProductions,USA,7944562703,BLTM@163.com
ColumbiaPicturesCorporation|OverbrookEntertainment,USA,608350280,BDDU@163.com
ColumbiaPicturesCorporation|Parkes/Laskerproductions,USA|Australia,3553312327,AMOZ@163.com
ColumbiaPicturesCorporation|ParkwayProductions,USA,2731864450,XWNF@163.com
ColumbiaPicturesCorporation|Pricel|TohokushinshaFilmCorporation(TFC),USA,6867459084,ZAUE@qq.com
ColumbiaPicturesCorporation|RadarPictures|TeitlerFilm,USA|Germany,9624657308,RJEC@qq.com
ColumbiaPicturesCorporation|RedWagonEntertainment|3ArtsEntertainment,USA,3934467071,HPAS@qq.com
ColumbiaPicturesCorporation|RelativityMedia|OverbrookEntertainment,USA,4337683608,MALM@qq.com
ColumbiaPicturesCorporation|RevolutionStudios|HappyMadisonProductions,USA,2742607770,AZUZ@qq.com
ColumbiaPicturesCorporation|SKAFilms,USA,3732416524,FYVF@qq.com
ColumbiaPicturesCorporation|UniversalPictures|MELS,USA,7979880680,QRJY@qq.com
ColumbiaPicturesCorporation|UniversalPictures|WWEStudios,USA,5892076150,AJMD@qq.com
ColumbiaPicturesCorporation|WarnerBros.|DarkCastleEntertainment,USA,4270391167,SFWY@qq.com
ColumbiaPicturesCorporation|WarnerBros.|WaverlyFilms,USA,3510426653,XAHZ@qq.com
ColumbiaPicturesFilmProductionAsia|HuayiBrothersMedia|TaiheFilmInvestmentCo.Ltd.,USA|Germany,7759552007,KLNQ@qq.com
ComedyCentral|Braniff|ComedyPartners,USA,3360029359,OGTI@qq.com
CompassInternationalPictures|FalconInternationalProductions,USA,8148686679,YJQC@qq.com
ConstantinFilm|Davis-Films|ImpactPictures,Germany|USA,4093740751,DYYQ@qq.com
ConstantinFilm|ImpactPictures|Nouvelles_ditionsdeFilms(NEF),USA|Germany,5611675326,QDOZ@qq.com
ConstantinFilm|ImpactPictures|StudioBabelsberg,USA,7546690228,WOLI@qq.com
ConstantinFilm|JollyFilm|OceanFilms,USA,2228324794,IHSW@qq.com
ConstantinFilm|NewLegacy|Davis-Films,USA|UK,4541166622,BZAW@qq.com
ConstantinFilm|NorddeutscherRundfunk(NDR)|WestdeutscherRundfunk(WDR),Germany|USA,3616479149,QKIQ@qq.com
ConstantinFilm|UniqueFeatures|Mr.SmithProductions,USA,5388700759,DXRV@qq.com
ConstantinFilm|VIP4Medienfonds|Nouvelles_ditionsdeFilms(NEF),USA,6720357587,KNMQ@qq.com
ConstantinFilmInternational|DavisFilms/ImpactPictures(RE5)|CapcomCompany,UK|USA,962061567,OSWS@qq.com
Constellation|UnionG茅n茅raleCin茅matographique(UGC)|HachettePremi猫re,USA,5046243202,ZEDI@qq.com
CornerProducciones|Deseo|El|InstitutoNacionaldeCineyArtesAudiovisuales(INCAA),USA,2392105513,DVAT@qq.com
CottonwoodPictures|RiverRoadEntertainment|BraceCoveProductions,USA,3692002475,JNCU@qq.com
Craven-MaddalenaFilms|DuneEntertainment|MajorStudioPartners,USA,7240117067,ZJNH@qq.com
Cristaldifilm|LesFilmsAriane|Rai3,USA,3081463961,TSEM@qq.com
CrossbowProductions|WarnerBros.,USA,5557981937,VREH@qq.com
CrossCreekPictures|DemarestFilms|Pandemonium,USA,1146289877,SWKY@qq.com
CrossCreekPictures|HammerFilms|AllianceFilms,USA|UK,2684808242,SPQB@qq.com
CrossCreekPictures|RatPac-DuneEntertainment|GrisbiProductions|Le,USA,299793059,UCLS@qq.com
CrossCreekPictures|WorkingTitleFilms|AntonCapitalEntertainment(ACE),USA,4182729721,JMWE@qq.com
CrowvisionInc.|EdwardR.PressmanFilm|EntertainmentMediaInvestmentCorporation,USA,750080638,UIFL@qq.com
Cruise/WagnerProductions|Sogecine|LasProduccionesdelEscorpi贸n,USA,7984276300,ADTI@qq.com
CubeLibre|FeatureFilmProject|The|HaroldGreenbergFund|The,USA,7121044102,SYBM@qq.com
CubeVision|LBIEntertainment|RainforestFilms,USA,5814277382,FGXR@qq.com
CuriosityCompany|The|20thCenturyFoxTelevision|FoxTelevisionAnimation,USA,6060003682,IHVF@qq.com
CurmudgeonFilms|GranViaProductions|MarkJohnsonProductions,USA,2687915632,MAIU@qq.com
D.N.DreamPartners|Madhouse|NipponTelevisionNetwork(NTV),USA|France|Japan,1544710029,WIJI@qq.com
DaieiMotionPictureCompany,USA,6906217614,GCCT@qq.com
Danjaq|EonProductions|Metro-Goldwyn-Mayer(MGM),USA|Germany,5009886851,SBDY@qq.com
Danjaq|EonProductions|UnitedArtists,USA,9735515374,HLPQ@qq.com
DanmarksRadio(DR)|DetDanskeFilminstitut|Eurimages,USA,8237563733,VSKR@qq.com
D'AntoniProductions|Schine-MooreProductions,UK|USA,1939889926,NVRL@qq.com
DarkCastleEntertainment|AppianWay|StudioBabelsbergMotionPictures,USA|Canada,1070482640,ZJRV@qq.com
DarkCastleEntertainment|PandaProductionsInc.|Canal+,USA,6038629591,XOEH@qq.com
DarrenStarProductions|HomeBoxOffice(HBO)|SexandtheCityProductions,USA|France|Canada|Spain,8389348659,NNRD@qq.com
DavisEntertainment|LawrenceGordonProductions|SilverPictures,USA,1038755364,TZUT@qq.com
DavisEntertainment|MirageEnterprises|ParamountPictures,HongKong|China,8312730668,WAOT@qq.com
DavisEntertainment|UniversalTelevision|SonyPicturesTelevision,USA,55116186,OKJI@qq.com
DavisFilms/ImpactPictures|ConstantinFilmLtd.,USA,3107268921,XODL@qq.com
DawnAssociates|LaurelGroup,France|Australia|Germany|UK|USA|Canada,3440210299,WRJM@qq.com
DCEntertainment|LEGOSystemA/S|LinPictures,Germany|France|USA|Canada|UK,9595601771,NNOS@qq.com
Deedle-DeeProductions|3ArtsEntertainment|UniversalMediaStudios(UMS),Germany|France|UK,883119331,SQAN@qq.com
DeLaurentiisEntertainmentGroup(DEG),Germany|UK|USA,7935236111,GRXM@qq.com
DeLaurentiisEntertainmentGroup(DEG)|DeLaurentiisFilmPartners|InterscopeCommunications,Italy|Spain|WestGermany,5815749201,YSDC@qq.com
DeLaurentiisEntertainmentGroup(DEG)|RenaissancePictures,UK|Germany|France|USA,3869867768,IUNH@qq.com
Dentsu|FujiTelevisionNetwork|IlluminationEntertainment,Germany|Austria|Italy,2523921436,KPTJ@qq.com
Dentsu|MikeZossProductions|WorkingTitleFilms,USA|Germany|Canada,537009042,KPEO@qq.com
DENTSUMusicAndEntertainment|Nibariki|NipponTelevisionNetwork(NTV),Germany|France|Spain|USA,6269638988,KTUP@qq.com
Deseo|El|Antena3Televisi贸n|GoodMachine,Germany|Canada|USA|France|UK,2628056119,FSIC@qq.com
Deseo|El|RennProductions|France2Cin茅ma,France,5983808964,LOEF@qq.com
DesertWolfProductions|NealStreetProductions,Argentina|Spain,4433999390,TZSQ@qq.com
DharmaProductions|FoxSearchlightPictures|FoxStarStudios,USA,5898930678,FWPM@qq.com
DiBonaventuraPictures,USA,2285751928,UVZC@qq.com
DickhouseProductions|MTVFilms,Italy|France,5435608449,UXRX@qq.com
DigitalImageAssociates|ParamountPictures,USA,9492652996,ZFHS@qq.com
DimensionFilms|2929Productions|NickWechslerProductions,Australia|USA,640688496,DRDB@qq.com
DimensionFilms|415Project|BradGreyPictures,UK|Canada|Sweden,2108744051,DNCY@qq.com
DimensionFilms|ABandApart|LosHooligansProductions,USA|UK,654973663,WOWN@qq.com
DimensionFilms|BigTalkProductions|DartmouthInternational,UK|France|USA,3248561613,XEES@qq.com
DimensionFilms|BlueTulipProductions,USA,8349535111,FOYO@qq.com
DimensionFilms|BradGreyPictures,Spain|USA,4612139306,RYIF@qq.com
DimensionFilms|CorvusCoraxProductions|OuterbanksEntertainment,Canada,6319486817,ZUNY@qq.com
DimensionFilms|DarkwoodsProductions|TheWeinsteinCompany,USA,7286071172,HPLG@qq.com
DimensionFilms|IntellectualPropertiesWorldwide(I)|Aja/LevasseurProductions,USA,3476117240,RWTS@qq.com
DimensionFilms|KonradPictures|Craven-MaddalenaFilms,USA,4170111957,HQYL@qq.com
DimensionFilms|LosHooligansProductions,Japan,2825593536,JMXR@qq.com
DimensionFilms|Metro-Goldwyn-Mayer(MGM)|MosaicMediaGroup,Japan,3199747805,NRSD@qq.com
DimensionFilms|NightfallProductions|SpectacleEntertainmentGroup,UK|USA,1257472743,WUCY@qq.com
DimensionFilms|PermutPresentations|Shangri-LaEntertainment,UK|USA,9582034435,AJVV@qq.com
DimensionFilms|TheWeinsteinCompany|DiBonaventuraPictures,Denmark|Sweden,5660865949,GYVS@qq.com
DimensionFilms|TroublemakerStudios,USA,412948107,SYER@qq.com
DimensionFilms|TroublemakerStudios|RodriguezInternationalPictures,USA|Canada|Germany,4647464714,GVBZ@qq.com
DimensionFilms|ViewAskewProductions|Miramax,UK|Germany|France|USA,1489228318,BHFN@qq.com
DimensionFilms|WarnerBros.|AR-TL,USA,3238741994,JIEP@qq.com
DimensionFilms|WayansBros.Entertainment|Gold/MillerProductions,USA,2584589629,ROAD@qq.com
DimensionFilms|WoodsEntertainment,USA,4711730864,JQXB@qq.com
DinoDeLaurentiisCompany,USA,2992328168,UNMY@qq.com
DinoDeLaurentiisCompany|LivingDeadGuyProductions|AXN:OriginalXProduction,Germany|France|UK|Canada|USA,2371053445,LWVA@qq.com
DinoDeLaurentiisCompany|RenaissancePictures|UniversalPictures,USA|Italy,8537202594,DVOR@qq.com
DiNoviPictures|Metro-Goldwyn-Mayer(MGM)|NewLineCinema,USA|Denmark,9050156453,ZFWL@qq.com
DirectorsCompany|The|TheCoppolaCompany|AmericanZoetrope,USA,734614154,ZNBU@qq.com
DNAFilms|Film4|FoxSearchlightPictures,USA,5451216926,GCOU@qq.com
DNAFilms|IngeniousFilmPartners|MovingPictureCompany(MPC),USA,7915231247,QMBK@qq.com
DNAFilms|PeachTrees|RenaFilms,USA,1145809669,TKWL@qq.com
Donner/Shuler-DonnerProductions|IconEntertainmentInternational|IconProductions,USA,4385022608,MPCE@qq.com
Donners'Company|KinbergGenre|MarvelEntertainment,UK|USA|Japan,1725727962,TMZR@qq.com
DonSimpson/JerryBruckheimerFilms,Japan,5465295626,FVUO@qq.com
Doozer|TowersProductions|ABCStudios,Spain,6996685112,ZNHN@qq.com
DorothyParkerDrankHereProductions|Hofflund/Polone|WarnerBros.Television,Spain|France,8851222577,FIKA@qq.com
DoubleDareYou(DDY)|LegendaryEntertainment,USA|Ireland|UK,7116087229,MZHD@qq.com
DoubleSecretProductions|GekkoFilmCorp.|Kawoosh!ProductionsIX,India,297115254,PJWC@qq.com
DovemeadFilms|FilmExportA.G.|InternationalFilmProduction,USA,3339128387,AGJJ@qq.com
DreamWorks|ApatowProductions|Herzog-CowenEntertainment,USA,9380361952,ANZP@qq.com
DreamWorks|BBCFilms|EvamereEntertainment,USA,234160775,ZHDW@qq.com
DreamWorks|BenderSpink|Craven-MaddalenaFilms,USA,4680191751,MTED@qq.com
DreamWorks|BenderSpink|Parkes+MacDonaldImageNation,USA,4983858041,YJZN@qq.com
DreamWorks|ColdSpringPictures|MontecitoPictureCompany|The,USA,1595038976,DCYJ@qq.com
DreamWorks|DeLinePictures|BernardGayleProductions,USA,8959413365,NGKZ@qq.com
DreamWorks|Film4|WingNutFilms,USA,894830901,DJCN@qq.com
DreamWorks|GoldcrestPictures|KMPFilmInvest,USA|Canada,1606751484,PNFE@qq.com
DreamWorks|GranViaProductions,USA,863016107,FFCF@qq.com
